text_cleaned,text_tokens,text_stemmed,text_lemmatized,text_removal
kalian sadar gasih kalau dia itu kek tau semuanya gua jadi curiga dia yang bjorka kalau asli sih malah bagus,"['kalian', 'sadar', 'gasih', 'kalau', 'dia', 'itu', 'kek', 'tau', 'semuanya', 'gua', 'jadi', 'curiga', 'dia', 'yang', 'bjorka', 'kalau', 'asli', 'sih', 'malah', 'bagus']","['kalian', 'sadar', 'gasih', 'kalau', 'dia', 'itu', 'kek', 'tau', 'semuanya', 'gua', 'jadi', 'curiga', 'dia', 'yang', 'bjorka', 'kalau', 'asli', 'sih', 'malah', 'bagu']","['kalian', 'sadar', 'gasih', 'kalau', 'dia', 'itu', 'kek', 'tau', 'semuanya', 'gua', 'jadi', 'curiga', 'dia', 'yang', 'bjorka', 'kalau', 'asli', 'sih', 'malah', 'bagu']","['sadar', 'gasih', 'kek', 'tau', 'gua', 'curiga', 'bjorka', 'asli', 'sih', 'bagu']"
gua g ngurus masalah bjorka yg gua ingin kan ganti kapolri sekarang,"['gua', 'g', 'ngurus', 'masalah', 'bjorka', 'yg', 'gua', 'ingin', 'kan', 'ganti', 'kapolri', 'sekarang']","['gua', 'g', 'nguru', 'masalah', 'bjorka', 'yg', 'gua', 'ingin', 'kan', 'ganti', 'kapolri', 'sekarang']","['gua', 'g', 'nguru', 'masalah', 'bjorka', 'yg', 'gua', 'ingin', 'kan', 'ganti', 'kapolri', 'sekarang']","['gua', 'g', 'nguru', 'bjorka', 'yg', 'gua', 'ganti', 'kapolri']"
kayaknya omongan mahasiswa yg bilang polisi harus kuliah dulu bener dah biar ilmunya makin banyak dulu,"['kayaknya', 'omongan', 'mahasiswa', 'yg', 'bilang', 'polisi', 'harus', 'kuliah', 'dulu', 'bener', 'dah', 'biar', 'ilmunya', 'makin', 'banyak', 'dulu']","['kayaknya', 'omongan', 'mahasiswa', 'yg', 'bilang', 'polisi', 'haru', 'kuliah', 'dulu', 'bener', 'dah', 'biar', 'ilmunya', 'makin', 'banyak', 'dulu']","['kayaknya', 'omongan', 'mahasiswa', 'yg', 'bilang', 'polisi', 'haru', 'kuliah', 'dulu', 'bener', 'dah', 'biar', 'ilmunya', 'makin', 'banyak', 'dulu']","['kayaknya', 'omongan', 'mahasiswa', 'yg', 'bilang', 'polisi', 'haru', 'kuliah', 'bener', 'dah', 'biar', 'ilmunya']"
pekok pekok,"['pekok', 'pekok']","['pekok', 'pekok']","['pekok', 'pekok']","['pekok', 'pekok']"
mirip kasus salah tangkap pegi setiawan pak si polisi,"['mirip', 'kasus', 'salah', 'tangkap', 'pegi', 'setiawan', 'pak', 'si', 'polisi']","['mirip', 'kasu', 'salah', 'tangkap', 'pegi', 'setiawan', 'pak', 'si', 'polisi']","['mirip', 'kasu', 'salah', 'tangkap', 'pegi', 'setiawan', 'pak', 'si', 'polisi']","['kasu', 'salah', 'tangkap', 'pegi', 'setiawan', 'si', 'polisi']"
harusnya pulisi maluuuatau pulisi udah gak punya malu,"['harusnya', 'pulisi', 'maluuuatau', 'pulisi', 'udah', 'gak', 'punya', 'malu']","['harusnya', 'pulisi', 'maluuuatau', 'pulisi', 'udah', 'gak', 'punya', 'malu']","['harusnya', 'pulisi', 'maluuuatau', 'pulisi', 'udah', 'gak', 'punya', 'malu']","['pulisi', 'maluuuatau', 'pulisi', 'udah', 'gak', 'malu']"
sangat setuju dengan judulnya persis dengan insting saya,"['sangat', 'setuju', 'dengan', 'judulnya', 'persis', 'dengan', 'insting', 'saya']","['sangat', 'setuju', 'dengan', 'judulnya', 'persi', 'dengan', 'inst', 'saya']","['sangat', 'setuju', 'dengan', 'judulnya', 'persi', 'dengan', 'inst', 'saya']","['setuju', 'judulnya', 'persi', 'inst']"
iya bener kaya cit ff garena itu dari gringo orang brazil itu juga ke butuhan kusus,"['iya', 'bener', 'kaya', 'cit', 'ff', 'garena', 'itu', 'dari', 'gringo', 'orang', 'brazil', 'itu', 'juga', 'ke', 'butuhan', 'kusus']","['iya', 'bener', 'kaya', 'cit', 'ff', 'garena', 'itu', 'dari', 'gringo', 'orang', 'brazil', 'itu', 'juga', 'ke', 'butuhan', 'kusu']","['iya', 'bener', 'kaya', 'cit', 'ff', 'garena', 'itu', 'dari', 'gringo', 'orang', 'brazil', 'itu', 'juga', 'ke', 'butuhan', 'kusu']","['iya', 'bener', 'kaya', 'cit', 'ff', 'garena', 'gringo', 'orang', 'brazil', 'butuhan', 'kusu']"
dari sekian obrolan 4337 om deddy mewakili penonton wkwkwk,"['dari', 'sekian', 'obrolan', '4337', 'om', 'deddy', 'mewakili', 'penonton', 'wkwkwk']","['dari', 'sekian', 'obrolan', '4337', 'om', 'deddi', 'mewakili', 'penonton', 'wkwkwk']","['dari', 'sekian', 'obrolan', '4337', 'om', 'deddi', 'mewakili', 'penonton', 'wkwkwk']","['sekian', 'obrolan', '4337', 'om', 'deddi', 'mewakili', 'penonton', 'wkwkwk']"
anggaran hampir 145 trilyun tiap tahun tapi tidak bisa menciptakan atau mengajak 1 orang pun seperti sosok bang teguh aprianto wassalam duit lu sebanyak itu buat apehhh,"['anggaran', 'hampir', '145', 'trilyun', 'tiap', 'tahun', 'tapi', 'tidak', 'bisa', 'menciptakan', 'atau', 'mengajak', '1', 'orang', 'pun', 'seperti', 'sosok', 'bang', 'teguh', 'aprianto', 'wassalam', 'duit', 'lu', 'sebanyak', 'itu', 'buat', 'apehhh']","['anggaran', 'hampir', '145', 'trilyun', 'tiap', 'tahun', 'tapi', 'tidak', 'bisa', 'menciptakan', 'atau', 'mengajak', '1', 'orang', 'pun', 'seperti', 'sosok', 'bang', 'teguh', 'aprianto', 'wassalam', 'duit', 'lu', 'sebanyak', 'itu', 'buat', 'apehhh']","['anggaran', 'hampir', '145', 'trilyun', 'tiap', 'tahun', 'tapi', 'tidak', 'bisa', 'menciptakan', 'atau', 'mengajak', '1', 'orang', 'pun', 'seperti', 'sosok', 'bang', 'teguh', 'aprianto', 'wassalam', 'duit', 'lu', 'sebanyak', 'itu', 'buat', 'apehhh']","['anggaran', '145', 'trilyun', 'menciptakan', 'mengajak', '1', 'orang', 'sosok', 'bang', 'teguh', 'aprianto', 'wassalam', 'duit', 'lu', 'apehhh']"
kalau gw jadi kapolri gw selamatin muka kepolisian dengan nyewa hacker terjago di bayar mahal langsung tunai iyalah mana ada orang yg mau di bayar nanti sama lembaga negara takutnya kena potong sana sini dapetnya seperak,"['kalau', 'gw', 'jadi', 'kapolri', 'gw', 'selamatin', 'muka', 'kepolisian', 'dengan', 'nyewa', 'hacker', 'terjago', 'di', 'bayar', 'mahal', 'langsung', 'tunai', 'iyalah', 'mana', 'ada', 'orang', 'yg', 'mau', 'di', 'bayar', 'nanti', 'sama', 'lembaga', 'negara', 'takutnya', 'kena', 'potong', 'sana', 'sini', 'dapetnya', 'seperak']","['kalau', 'gw', 'jadi', 'kapolri', 'gw', 'selamatin', 'muka', 'kepolisian', 'dengan', 'nyewa', 'hacker', 'terjago', 'di', 'bayar', 'mahal', 'langsung', 'tunai', 'iyalah', 'mana', 'ada', 'orang', 'yg', 'mau', 'di', 'bayar', 'nanti', 'sama', 'lembaga', 'negara', 'takutnya', 'kena', 'potong', 'sana', 'sini', 'dapetnya', 'seperak']","['kalau', 'gw', 'jadi', 'kapolri', 'gw', 'selamatin', 'muka', 'kepolisian', 'dengan', 'nyewa', 'hacker', 'terjago', 'di', 'bayar', 'mahal', 'langsung', 'tunai', 'iyalah', 'mana', 'ada', 'orang', 'yg', 'mau', 'di', 'bayar', 'nanti', 'sama', 'lembaga', 'negara', 'takutnya', 'kena', 'potong', 'sana', 'sini', 'dapetnya', 'seperak']","['gw', 'kapolri', 'gw', 'selamatin', 'muka', 'kepolisian', 'nyewa', 'hacker', 'terjago', 'bayar', 'mahal', 'langsung', 'tunai', 'iyalah', 'orang', 'yg', 'bayar', 'lembaga', 'negara', 'takutnya', 'kena', 'potong', 'dapetnya', 'seperak']"
ngx kebayang instansi ono betapa malunya,"['ngx', 'kebayang', 'instansi', 'ono', 'betapa', 'malunya']","['ngx', 'kebayang', 'instansi', 'ono', 'betapa', 'malunya']","['ngx', 'kebayang', 'instansi', 'ono', 'betapa', 'malunya']","['ngx', 'kebayang', 'instansi', 'ono', 'betapa', 'malunya']"
plot twist yang di podcast om ded bjorkanya canda,"['plot', 'twist', 'yang', 'di', 'podcast', 'om', 'ded', 'bjorkanya', 'canda']","['plot', 'twist', 'yang', 'di', 'podcast', 'om', 'ded', 'bjorkanya', 'canda']","['plot', 'twist', 'yang', 'di', 'podcast', 'om', 'ded', 'bjorkanya', 'canda']","['plot', 'twist', 'podcast', 'om', 'ded', 'bjorkanya', 'canda']"
1754 suruh balap karung aja supaya berprestasi,"['1754', 'suruh', 'balap', 'karung', 'aja', 'supaya', 'berprestasi']","['1754', 'suruh', 'balap', 'karung', 'aja', 'supaya', 'berprestasi']","['1754', 'suruh', 'balap', 'karung', 'aja', 'supaya', 'berprestasi']","['1754', 'suruh', 'balap', 'karung', 'aja', 'berprestasi']"
beri wadah hacker hacker kita utk lawan mafia korupsi dr siber minyak dsb,"['beri', 'wadah', 'hacker', 'hacker', 'kita', 'utk', 'lawan', 'mafia', 'korupsi', 'dr', 'siber', 'minyak', 'dsb']","['beri', 'wadah', 'hacker', 'hacker', 'kita', 'utk', 'lawan', 'mafia', 'korupsi', 'dr', 'siber', 'minyak', 'dsb']","['beri', 'wadah', 'hacker', 'hacker', 'kita', 'utk', 'lawan', 'mafia', 'korupsi', 'dr', 'siber', 'minyak', 'dsb']","['wadah', 'hacker', 'hacker', 'utk', 'lawan', 'mafia', 'korupsi', 'dr', 'siber', 'minyak', 'dsb']"
jujur nanya siapa yg mereka ketawain,"['jujur', 'nanya', 'siapa', 'yg', 'mereka', 'ketawain']","['jujur', 'nanya', 'siapa', 'yg', 'mereka', 'ketawain']","['jujur', 'nanya', 'siapa', 'yg', 'mereka', 'ketawain']","['jujur', 'nanya', 'yg', 'ketawain']"
kreak klitih dimana mana dibiarkan baru klo ada kejadian ada orang dibacok ladusing mulai bertindak,"['kreak', 'klitih', 'dimana', 'mana', 'dibiarkan', 'baru', 'klo', 'ada', 'kejadian', 'ada', 'orang', 'dibacok', 'ladusing', 'mulai', 'bertindak']","['kreak', 'klitih', 'dimana', 'mana', 'dibiarkan', 'baru', 'klo', 'ada', 'kejadian', 'ada', 'orang', 'dibacok', 'ladus', 'mulai', 'bertindak']","['kreak', 'klitih', 'dimana', 'mana', 'dibiarkan', 'baru', 'klo', 'ada', 'kejadian', 'ada', 'orang', 'dibacok', 'ladus', 'mulai', 'bertindak']","['kreak', 'klitih', 'dimana', 'dibiarkan', 'klo', 'kejadian', 'orang', 'dibacok', 'ladus', 'bertindak']"
parcok pembohong,"['parcok', 'pembohong']","['parcok', 'pembohong']","['parcok', 'pembohong']","['parcok', 'pembohong']"
jngan kan nangkap hacker nangkap ularsapipnjahat pencuri mlah bombe yg awal datang,"['jngan', 'kan', 'nangkap', 'hacker', 'nangkap', 'ularsapipnjahat', 'pencuri', 'mlah', 'bombe', 'yg', 'awal', 'datang']","['jngan', 'kan', 'nangkap', 'hacker', 'nangkap', 'ularsapipnjahat', 'pencuri', 'mlah', 'bomb', 'yg', 'awal', 'datang']","['jngan', 'kan', 'nangkap', 'hacker', 'nangkap', 'ularsapipnjahat', 'pencuri', 'mlah', 'bomb', 'yg', 'awal', 'datang']","['jngan', 'nangkap', 'hacker', 'nangkap', 'ularsapipnjahat', 'pencuri', 'mlah', 'bomb', 'yg']"
biar polisi terlihat keren nangkep bjorka eh yg asli nongol,"['biar', 'polisi', 'terlihat', 'keren', 'nangkep', 'bjorka', 'eh', 'yg', 'asli', 'nongol']","['biar', 'polisi', 'terlihat', 'keren', 'nangkep', 'bjorka', 'eh', 'yg', 'asli', 'nongol']","['biar', 'polisi', 'terlihat', 'keren', 'nangkep', 'bjorka', 'eh', 'yg', 'asli', 'nongol']","['biar', 'polisi', 'keren', 'nangkep', 'bjorka', 'eh', 'yg', 'asli', 'nongol']"
kalo di konoha mah kalo generasi muda mkin maju dan pnya kemampuan khusussma negara di biarintapi kalo pejabat korup di piarainilah realitanya,"['kalo', 'di', 'konoha', 'mah', 'kalo', 'generasi', 'muda', 'mkin', 'maju', 'dan', 'pnya', 'kemampuan', 'khusussma', 'negara', 'di', 'biarintapi', 'kalo', 'pejabat', 'korup', 'di', 'piarainilah', 'realitanya']","['kalo', 'di', 'konoha', 'mah', 'kalo', 'generasi', 'muda', 'mkin', 'maju', 'dan', 'pnya', 'kemampuan', 'khusussma', 'negara', 'di', 'biarintapi', 'kalo', 'pejabat', 'korup', 'di', 'piarainilah', 'realitanya']","['kalo', 'di', 'konoha', 'mah', 'kalo', 'generasi', 'muda', 'mkin', 'maju', 'dan', 'pnya', 'kemampuan', 'khusussma', 'negara', 'di', 'biarintapi', 'kalo', 'pejabat', 'korup', 'di', 'piarainilah', 'realitanya']","['kalo', 'konoha', 'mah', 'kalo', 'generasi', 'muda', 'mkin', 'maju', 'pnya', 'kemampuan', 'khusussma', 'negara', 'biarintapi', 'kalo', 'pejabat', 'korup', 'piarainilah', 'realitanya']"
bg hati ngomong bg nanti lu jadi incaran tikus kohoha jngn lancang kali bg,"['bg', 'hati', 'ngomong', 'bg', 'nanti', 'lu', 'jadi', 'incaran', 'tikus', 'kohoha', 'jngn', 'lancang', 'kali', 'bg']","['bg', 'hati', 'ngomong', 'bg', 'nanti', 'lu', 'jadi', 'incaran', 'tiku', 'kohoha', 'jngn', 'lancang', 'kali', 'bg']","['bg', 'hati', 'ngomong', 'bg', 'nanti', 'lu', 'jadi', 'incaran', 'tiku', 'kohoha', 'jngn', 'lancang', 'kali', 'bg']","['bg', 'hati', 'ngomong', 'bg', 'lu', 'incaran', 'tiku', 'kohoha', 'jngn', 'lancang', 'kali', 'bg']"
minta bantuan yariin sapi hilang aja malah jual sapi ndak ketemu lagi pencurinya,"['minta', 'bantuan', 'yariin', 'sapi', 'hilang', 'aja', 'malah', 'jual', 'sapi', 'ndak', 'ketemu', 'lagi', 'pencurinya']","['minta', 'bantuan', 'yariin', 'sapi', 'hilang', 'aja', 'malah', 'jual', 'sapi', 'ndak', 'ketemu', 'lagi', 'pencurinya']","['minta', 'bantuan', 'yariin', 'sapi', 'hilang', 'aja', 'malah', 'jual', 'sapi', 'ndak', 'ketemu', 'lagi', 'pencurinya']","['bantuan', 'yariin', 'sapi', 'hilang', 'aja', 'jual', 'sapi', 'ndak', 'ketemu', 'pencurinya']"
polisi yg bener cuma polisi tidur,"['polisi', 'yg', 'bener', 'cuma', 'polisi', 'tidur']","['polisi', 'yg', 'bener', 'cuma', 'polisi', 'tidur']","['polisi', 'yg', 'bener', 'cuma', 'polisi', 'tidur']","['polisi', 'yg', 'bener', 'polisi', 'tidur']"
kalo bjorka baca ini bang salam kenal lo keren,"['kalo', 'bjorka', 'baca', 'ini', 'bang', 'salam', 'kenal', 'lo', 'keren']","['kalo', 'bjorka', 'baca', 'ini', 'bang', 'salam', 'kenal', 'lo', 'keren']","['kalo', 'bjorka', 'baca', 'ini', 'bang', 'salam', 'kenal', 'lo', 'keren']","['kalo', 'bjorka', 'baca', 'bang', 'salam', 'kenal', 'lo', 'keren']"
ada2 aja nyari kerjaan polisi,"['ada2', 'aja', 'nyari', 'kerjaan', 'polisi']","['ada2', 'aja', 'nyari', 'kerjaan', 'polisi']","['ada2', 'aja', 'nyari', 'kerjaan', 'polisi']","['ada2', 'aja', 'nyari', 'kerjaan', 'polisi']"
ketika pemerintah di isi sama gen boomer,"['ketika', 'pemerintah', 'di', 'isi', 'sama', 'gen', 'boomer']","['ketika', 'pemerintah', 'di', 'isi', 'sama', 'gen', 'boomer']","['ketika', 'pemerintah', 'di', 'isi', 'sama', 'gen', 'boomer']","['pemerintah', 'isi', 'gen', 'boomer']"
lucu ga sih kalo bjorka malah komen di video ini,"['lucu', 'ga', 'sih', 'kalo', 'bjorka', 'malah', 'komen', 'di', 'video', 'ini']","['lucu', 'ga', 'sih', 'kalo', 'bjorka', 'malah', 'komen', 'di', 'video', 'ini']","['lucu', 'ga', 'sih', 'kalo', 'bjorka', 'malah', 'komen', 'di', 'video', 'ini']","['lucu', 'ga', 'sih', 'kalo', 'bjorka', 'komen', 'video']"
kemungkinan dia wni yg sakit hati dengan sistem negara konoha ini dan gila,"['kemungkinan', 'dia', 'wni', 'yg', 'sakit', 'hati', 'dengan', 'sistem', 'negara', 'konoha', 'ini', 'dan', 'gila']","['kemungkinan', 'dia', 'wni', 'yg', 'sakit', 'hati', 'dengan', 'sistem', 'negara', 'konoha', 'ini', 'dan', 'gila']","['kemungkinan', 'dia', 'wni', 'yg', 'sakit', 'hati', 'dengan', 'sistem', 'negara', 'konoha', 'ini', 'dan', 'gila']","['wni', 'yg', 'sakit', 'hati', 'sistem', 'negara', 'konoha', 'gila']"
jangankan danantaradana di usa aja bisa dibobol mangkanya saya tanya itu narsum om ded pernah di tangkep fbicia gak,"['jangankan', 'danantaradana', 'di', 'usa', 'aja', 'bisa', 'dibobol', 'mangkanya', 'saya', 'tanya', 'itu', 'narsum', 'om', 'ded', 'pernah', 'di', 'tangkep', 'fbicia', 'gak']","['jangankan', 'danantaradana', 'di', 'usa', 'aja', 'bisa', 'dibobol', 'mangkanya', 'saya', 'tanya', 'itu', 'narsum', 'om', 'ded', 'pernah', 'di', 'tangkep', 'fbicia', 'gak']","['jangankan', 'danantaradana', 'di', 'usa', 'aja', 'bisa', 'dibobol', 'mangkanya', 'saya', 'tanya', 'itu', 'narsum', 'om', 'ded', 'pernah', 'di', 'tangkep', 'fbicia', 'gak']","['danantaradana', 'usa', 'aja', 'dibobol', 'mangkanya', 'narsum', 'om', 'ded', 'tangkep', 'fbicia', 'gak']"
menit 4620 mungkin bukan jawaban tapi pada dasar nya sudah ada metodologi yang jadi common sense para praktisi mungkin sudah pada mengenal paling basic adalah people process technology bisa di googling ini saling melengkapi dalam implementasi system tapi manakah yg paling berpengaruh jelas sih people mau secanggih apapun teknologi yang digunakan dan mau se ketat apapun process nya faktor people nya kalau belum mumpuni ya pasti tetap saja masalah back to basic aja dulu dan ini common sense di implementasi setelah itu faktor process dan technology nya juga harus di perkuat agar seimbang,"['menit', '4620', 'mungkin', 'bukan', 'jawaban', 'tapi', 'pada', 'dasar', 'nya', 'sudah', 'ada', 'metodologi', 'yang', 'jadi', 'common', 'sense', 'para', 'praktisi', 'mungkin', 'sudah', 'pada', 'mengenal', 'paling', 'basic', 'adalah', 'people', 'process', 'technology', 'bisa', 'di', 'googling', 'ini', 'saling', 'melengkapi', 'dalam', 'implementasi', 'system', 'tapi', 'manakah', 'yg', 'paling', 'berpengaruh', 'jelas', 'sih', 'people', 'mau', 'secanggih', 'apapun', 'teknologi', 'yang', 'digunakan', 'dan', 'mau', 'se', 'ketat', 'apapun', 'process', 'nya', 'faktor', 'people', 'nya', 'kalau', 'belum', 'mumpuni', 'ya', 'pasti', 'tetap', 'saja', 'masalah', 'back', 'to', 'basic', 'aja', 'dulu', 'dan', 'ini', 'common', 'sense', 'di', 'implementasi', 'setelah', 'itu', 'faktor', 'process', 'dan', 'technology', 'nya', 'juga', 'harus', 'di', 'perkuat', 'agar', 'seimbang']","['menit', '4620', 'mungkin', 'bukan', 'jawaban', 'tapi', 'pada', 'dasar', 'nya', 'sudah', 'ada', 'metodolog', 'yang', 'jadi', 'common', 'sens', 'para', 'praktisi', 'mungkin', 'sudah', 'pada', 'mengen', 'pale', 'basic', 'adalah', 'peopl', 'process', 'technolog', 'bisa', 'di', 'googl', 'ini', 'sale', 'melengkapi', 'dalam', 'implementasi', 'system', 'tapi', 'manakah', 'yg', 'pale', 'berpengaruh', 'jela', 'sih', 'peopl', 'mau', 'secanggih', 'apapun', 'teknolog', 'yang', 'digunakan', 'dan', 'mau', 'se', 'ketat', 'apapun', 'process', 'nya', 'faktor', 'peopl', 'nya', 'kalau', 'belum', 'mumpuni', 'ya', 'pasti', 'tetap', 'saja', 'masalah', 'back', 'to', 'basic', 'aja', 'dulu', 'dan', 'ini', 'common', 'sens', 'di', 'implementasi', 'setelah', 'itu', 'faktor', 'process', 'dan', 'technolog', 'nya', 'juga', 'haru', 'di', 'perkuat', 'agar', 'seimbang']","['menit', '4620', 'mungkin', 'bukan', 'jawaban', 'tapi', 'pada', 'dasar', 'nya', 'sudah', 'ada', 'metodolog', 'yang', 'jadi', 'common', 'sen', 'para', 'praktisi', 'mungkin', 'sudah', 'pada', 'mengen', 'pale', 'basic', 'adalah', 'peopl', 'process', 'technolog', 'bisa', 'di', 'googl', 'ini', 'sale', 'melengkapi', 'dalam', 'implementasi', 'system', 'tapi', 'manakah', 'yg', 'pale', 'berpengaruh', 'jela', 'sih', 'peopl', 'mau', 'secanggih', 'apapun', 'teknolog', 'yang', 'digunakan', 'dan', 'mau', 'se', 'ketat', 'apapun', 'process', 'nya', 'faktor', 'peopl', 'nya', 'kalau', 'belum', 'mumpuni', 'ya', 'pasti', 'tetap', 'saja', 'masalah', 'back', 'to', 'basic', 'aja', 'dulu', 'dan', 'ini', 'common', 'sen', 'di', 'implementasi', 'setelah', 'itu', 'faktor', 'process', 'dan', 'technolog', 'nya', 'juga', 'haru', 'di', 'perkuat', 'agar', 'seimbang']","['menit', '4620', 'dasar', 'nya', 'metodolog', 'common', 'sen', 'praktisi', 'mengen', 'pale', 'basic', 'peopl', 'process', 'technolog', 'googl', 'sale', 'melengkapi', 'implementasi', 'system', 'manakah', 'yg', 'pale', 'berpengaruh', 'jela', 'sih', 'peopl', 'secanggih', 'apapun', 'teknolog', 'ketat', 'apapun', 'process', 'nya', 'faktor', 'peopl', 'nya', 'mumpuni', 'ya', 'back', 'to', 'basic', 'aja', 'common', 'sen', 'implementasi', 'faktor', 'process', 'technolog', 'nya', 'haru', 'perkuat', 'seimbang']"
chatingan indonesia yang di buat itu michat sebenernya tapi pada make yg negatif,"['chatingan', 'indonesia', 'yang', 'di', 'buat', 'itu', 'michat', 'sebenernya', 'tapi', 'pada', 'make', 'yg', 'negatif']","['chatingan', 'indonesia', 'yang', 'di', 'buat', 'itu', 'michat', 'sebenernya', 'tapi', 'pada', 'make', 'yg', 'negatif']","['chatingan', 'indonesia', 'yang', 'di', 'buat', 'itu', 'michat', 'sebenernya', 'tapi', 'pada', 'make', 'yg', 'negatif']","['chatingan', 'indonesia', 'michat', 'sebenernya', 'make', 'yg', 'negatif']"
2533 iq harusnya memang di atas rata2 itu meskipun ada yg autis mau se ngulik apapun kalo iq rendah ga bakal bisa,"['2533', 'iq', 'harusnya', 'memang', 'di', 'atas', 'rata2', 'itu', 'meskipun', 'ada', 'yg', 'autis', 'mau', 'se', 'ngulik', 'apapun', 'kalo', 'iq', 'rendah', 'ga', 'bakal', 'bisa']","['2533', 'iq', 'harusnya', 'memang', 'di', 'ata', 'rata2', 'itu', 'meskipun', 'ada', 'yg', 'auti', 'mau', 'se', 'ngulik', 'apapun', 'kalo', 'iq', 'rendah', 'ga', 'bakal', 'bisa']","['2533', 'iq', 'harusnya', 'memang', 'di', 'ata', 'rata2', 'itu', 'meskipun', 'ada', 'yg', 'auti', 'mau', 'se', 'ngulik', 'apapun', 'kalo', 'iq', 'rendah', 'ga', 'bakal', 'bisa']","['2533', 'iq', 'ata', 'rata2', 'yg', 'auti', 'ngulik', 'apapun', 'kalo', 'iq', 'rendah', 'ga']"
tolong bjorka buka data2 kecurangan joko dan antek2nya korupsinya,"['tolong', 'bjorka', 'buka', 'data2', 'kecurangan', 'joko', 'dan', 'antek2nya', 'korupsinya']","['tolong', 'bjorka', 'buka', 'data2', 'kecurangan', 'joko', 'dan', 'antek2nya', 'korupsinya']","['tolong', 'bjorka', 'buka', 'data2', 'kecurangan', 'joko', 'dan', 'antek2nya', 'korupsinya']","['tolong', 'bjorka', 'buka', 'data2', 'kecurangan', 'joko', 'antek2nya', 'korupsinya']"
bjorka di pihak rakyat,"['bjorka', 'di', 'pihak', 'rakyat']","['bjorka', 'di', 'pihak', 'rakyat']","['bjorka', 'di', 'pihak', 'rakyat']","['bjorka', 'rakyat']"
ngapain susah susah nangkep hecker mending dari ke amann indo sendiri ajja di perkuat lucu nya negri ku,"['ngapain', 'susah', 'susah', 'nangkep', 'hecker', 'mending', 'dari', 'ke', 'amann', 'indo', 'sendiri', 'ajja', 'di', 'perkuat', 'lucu', 'nya', 'negri', 'ku']","['ngapain', 'susah', 'susah', 'nangkep', 'hecker', 'mend', 'dari', 'ke', 'amann', 'indo', 'sendiri', 'ajja', 'di', 'perkuat', 'lucu', 'nya', 'negri', 'ku']","['ngapain', 'susah', 'susah', 'nangkep', 'hecker', 'mend', 'dari', 'ke', 'amann', 'indo', 'sendiri', 'ajja', 'di', 'perkuat', 'lucu', 'nya', 'negri', 'ku']","['ngapain', 'susah', 'susah', 'nangkep', 'hecker', 'mend', 'amann', 'indo', 'ajja', 'perkuat', 'lucu', 'nya', 'negri', 'ku']"
emang ladusing ada prestasi adanya meres rakyat,"['emang', 'ladusing', 'ada', 'prestasi', 'adanya', 'meres', 'rakyat']","['emang', 'ladus', 'ada', 'prestasi', 'adanya', 'mere', 'rakyat']","['emang', 'ladus', 'ada', 'prestasi', 'adanya', 'mere', 'rakyat']","['emang', 'ladus', 'prestasi', 'mere', 'rakyat']"
bjorka kena prank kan teruslah menghibur masyarakat,"['bjorka', 'kena', 'prank', 'kan', 'teruslah', 'menghibur', 'masyarakat']","['bjorka', 'kena', 'prank', 'kan', 'teruslah', 'menghibur', 'masyarakat']","['bjorka', 'kena', 'prank', 'kan', 'teruslah', 'menghibur', 'masyarakat']","['bjorka', 'kena', 'prank', 'teruslah', 'menghibur', 'masyarakat']"
wkwkwk cukup ketawa aja,"['wkwkwk', 'cukup', 'ketawa', 'aja']","['wkwkwk', 'cukup', 'ketawa', 'aja']","['wkwkwk', 'cukup', 'ketawa', 'aja']","['wkwkwk', 'ketawa', 'aja']"
nangkep curanmor aja syulit apalagi hacker sekelas bjorka,"['nangkep', 'curanmor', 'aja', 'syulit', 'apalagi', 'hacker', 'sekelas', 'bjorka']","['nangkep', 'curanmor', 'aja', 'syulit', 'apalagi', 'hacker', 'sekela', 'bjorka']","['nangkep', 'curanmor', 'aja', 'syulit', 'apalagi', 'hacker', 'sekela', 'bjorka']","['nangkep', 'curanmor', 'aja', 'syulit', 'hacker', 'sekela', 'bjorka']"
pov bjorka nyeduh kopi dlu kali ya,"['pov', 'bjorka', 'nyeduh', 'kopi', 'dlu', 'kali', 'ya']","['pov', 'bjorka', 'nyeduh', 'kopi', 'dlu', 'kali', 'ya']","['pov', 'bjorka', 'nyeduh', 'kopi', 'dlu', 'kali', 'ya']","['pov', 'bjorka', 'nyeduh', 'kopi', 'dlu', 'kali', 'ya']"
semakin lebih jelas ketololannya lebihhhhhhhhhhhhhh jelasssssss bukan jelas,"['semakin', 'lebih', 'jelas', 'ketololannya', 'lebihhhhhhhhhhhhhh', 'jelasssssss', 'bukan', 'jelas']","['semakin', 'lebih', 'jela', 'ketololannya', 'lebihhhhhhhhhhhhhh', 'jelasssssss', 'bukan', 'jela']","['semakin', 'lebih', 'jela', 'ketololannya', 'lebihhhhhhhhhhhhhh', 'jelasssssss', 'bukan', 'jela']","['jela', 'ketololannya', 'lebihhhhhhhhhhhhhh', 'jelasssssss', 'jela']"
